Date,Flow
21/7/2005,101.681
22/7/2005,105.114
23/7/2005,105.578
24/7/2005,89.806
25/7/2005,81.178
26/7/2005,109.103
27/7/2005,98.249
28/7/2005,112.536
29/7/2005,118.752
30/7/2005,78.024
31/7/2005,66.612
1/8/2005,63.829
2/8/2005,79.137
3/8/2005,86.095
4/8/2005,97.970
5/8/2005,69.860
6/8/2005,77.189
7/8/2005,216.815
8/8/2005,115.969
9/8/2005,77.096
10/8/2005,87.116
11/8/2005,96.300
12/8/2005,107.897
13/8/2005,83.498
14/8/2005,163.006
15/8/2005,203.456
16/8/2005,141.946
17/8/2005,130.163
18/8/2005,137.956
19/8/2005,152.429
20/8/2005,175.623
21/8/2005,117.360
22/8/2005,114.763
23/8/2005,105.114
24/8/2005,124.968
25/8/2005,110.681
26/8/2005,169.500
27/8/2005,128.679
28/8/2005,107.062
29/8/2005,97.507
30/8/2005,82.384
31/8/2005,76.910
1/9/2005,82.663
2/9/2005,81.085
3/9/2005,70.138
4/9/2005,72.643
5/9/2005,81.920
6/9/2005,121.72
7/9/2005,85.353
8/9/2005,65.592
9/9/2005,65.592
10/9/2005,68.932
11/9/2005,57.613
12/9/2005,51.954
13/9/2005,44.810
14/9/2005,42.862
15/9/2005,38.687
16/9/2005,39.800
17/9/2005,40.450
18/9/2005,41.099
19/9/2005,35.626
20/9/2005,36.832
21/9/2005,51.212
22/9/2005,43.883
23/9/2005,42.584
24/9/2005,54.737
25/9/2005,74.127
26/9/2005,72.272
27/9/2005,63.273
28/9/2005,52.140
29/9/2005,44.439
30/9/2005,45.738
1/10/2005,44.810
2/10/2005,51.212
3/10/2005,44.810
4/10/2005,42.769
5/10/2005,40.264
6/10/2005,41.099
7/10/2005,41.563
8/10/2005,41.099
9/10/2005,40.264
10/10/2005,30.523
11/10/2005,30.709
12/10/2005,26.812
13/10/2005,25.699
14/10/2005,24.307
15/10/2005,22.359
16/10/2005,22.080
17/10/2005,20.039
18/10/2005,19.112
19/10/2005,18.648
20/10/2005,18.648
21/10/2005,18.462
22/10/2005,18.741
23/10/2005,18.277
24/10/2005,17.720
25/10/2005,17.720
26/10/2005,17.349
27/10/2005,20.967
28/10/2005,17.906
29/10/2005,16.700
30/10/2005,16.050
31/10/2005,15.493
1/11/2005,16.526
2/11/2005,16.130
3/11/2005,15.834
4/11/2005,15.537
5/11/2005,15.537
6/11/2005,15.735
7/11/2005,15.537
8/11/2005,14.646
9/11/2005,15.339
10/11/2005,15.339
11/11/2005,15.141
12/11/2005,15.042
13/11/2005,15.042
14/11/2005,14.547
15/11/2005,14.448
16/11/2005,14.448
17/11/2005,14.448
18/11/2005,14.448
19/11/2005,14.052
20/11/2005,14.448
21/11/2005,14.052
22/11/2005,14.052
23/11/2005,13.656
24/11/2005,12.766
25/11/2005,12.766
26/11/2005,12.766
27/11/2005,12.667
28/11/2005,12.172
29/11/2005,12.172
30/11/2005,12.172
1/12/2005,15.215
2/12/2005,14.844
3/12/2005,14.844
4/12/2005,14.844
5/12/2005,14.844
6/12/2005,14.473
7/12/2005,14.226
8/12/2005,14.226
9/12/2005,13.854
10/12/2005,12.370
11/12/2005,12.370
12/12/2005,12.370
13/12/2005,12.061
14/12/2005,12.061
15/12/2005,11.764
16/12/2005,11.764
17/12/2005,11.764
18/12/2005,11.356
19/12/2005,11.145
20/12/2005,11.145
21/12/2005,11.145
22/12/2005,10.848
23/12/2005,10.230
24/12/2005,10.230
25/12/2005,10.539
26/12/2005,10.539
27/12/2005,10.539
28/12/2005,10.329
29/12/2005,10.230
30/12/2005,9.921
31/12/2005,9.921
1/1/2006,9.921
2/1/2006,9.921
3/1/2006,9.921
4/1/2006,9.624
5/1/2006,9.624
6/1/2006,9.624
7/1/2006,9.624
8/1/2006,9.624
9/1/2006,9.624
10/1/2006,9.624
11/1/2006,9.315
12/1/2006,9.315
13/1/2006,9.921
14/1/2006,10.230
15/1/2006,10.230
16/1/2006,10.230
17/1/2006,10.230
18/1/2006,10.230
19/1/2006,10.539
20/1/2006,10.539
21/1/2006,10.539
22/1/2006,10.539
23/1/2006,10.539
24/1/2006,10.230
25/1/2006,10.230
26/1/2006,10.230
27/1/2006,10.230
28/1/2006,10.230
29/1/2006,10.230
30/1/2006,10.230
31/1/2006,10.230
1/2/2006,10.230
2/2/2006,10.230
3/2/2006,10.230
4/2/2006,10.230
5/2/2006,10.230
6/2/2006,10.539
7/2/2006,10.539
8/2/2006,10.539
9/2/2006,10.539
10/2/2006,10.539
11/2/2006,10.539
12/2/2006,10.539
13/2/2006,10.230
14/2/2006,10.230
15/2/2006,10.230
16/2/2006,10.230
17/2/2006,10.230
18/2/2006,10.638
19/2/2006,10.230
20/2/2006,10.230
21/2/2006,10.032
22/2/2006,10.230
23/2/2006,10.230
24/2/2006,10.230
25/2/2006,10.539
26/2/2006,10.329
27/2/2006,10.131
28/2/2006,10.032
1/3/2006,10.03
2/3/2006,9.921
3/3/2006,9.921
4/3/2006,9.921
5/3/2006,9.921
6/3/2006,9.921
7/3/2006,9.921
8/3/2006,9.921
9/3/2006,9.921
10/3/2006,9.921
11/3/2006,9.921
12/3/2006,9.921
13/3/2006,9.921
14/3/2006,9.921
15/3/2006,9.921
16/3/2006,9.921
17/3/2006,9.921
18/3/2006,9.921
19/3/2006,9.921
20/3/2006,9.921
21/3/2006,9.921
22/3/2006,9.921
23/3/2006,9.921
24/3/2006,9.921
25/3/2006,9.921
26/3/2006,9.921
27/3/2006,9.921
28/3/2006,9.723
29/3/2006,9.624
30/3/2006,9.624
31/3/2006,9.315
1/4/2006,9.228
2/4/2006,8.882
3/4/2006,9.537
4/4/2006,9.055
5/4/2006,10.156
6/4/2006,16.823
7/4/2006,10.848
8/4/2006,10.638
9/4/2006,9.624
10/4/2006,9.822
11/4/2006,9.624
12/4/2006,9.624
13/4/2006,9.822
14/4/2006,9.921
15/4/2006,9.624
16/4/2006,9.414
17/4/2006,9.414
18/4/2006,10.032
19/4/2006,11.554
20/4/2006,9.822
21/4/2006,9.228
22/4/2006,9.414
23/4/2006,9.624
24/4/2006,9.327
25/4/2006,10.947
26/4/2006,10.947
27/4/2006,9.723
28/4/2006,9.624
29/4/2006,9.921
30/4/2006,10.032
1/5/2006,7.709
2/5/2006,8.026
3/5/2006,8.105
4/5/2006,8.431
5/5/2006,11.182
6/5/2006,11.380
7/5/2006,11.281
8/5/2006,11.380
9/5/2006,11.677
10/5/2006,11.380
11/5/2006,14.745
12/5/2006,16.625
13/5/2006,18.506
14/5/2006,16.526
15/5/2006,10.490
16/5/2006,10.292
17/5/2006,9.896
18/5/2006,9.243
19/5/2006,9.322
20/5/2006,10.292
21/5/2006,10.094
22/5/2006,10.193
23/5/2006,9.817
24/5/2006,9.995
25/5/2006,17.714
26/5/2006,21.078
27/5/2006,31.370
28/5/2006,69.173
29/5/2006,20.782
30/5/2006,21.078
31/5/2006,57.793
1/6/2006,86.095
2/6/2006,66.520
3/6/2006,43.140
4/6/2006,39.244
5/6/2006,35.904
6/6/2006,81.642
7/6/2006,46.851
8/6/2006,54.830
9/6/2006,41.192
10/6/2006,96.672
11/6/2006,88.415
12/6/2006,78.209
13/6/2006,67.355
14/6/2006,39.615
15/6/2006,42.862
16/6/2006,34.420
17/6/2006,30.801
18/6/2006,31.822
19/6/2006,30.245
20/6/2006,41.007
21/6/2006,38.780
22/6/2006,29.131
23/6/2006,37.481
24/6/2006,46.109
25/6/2006,44.810
26/6/2006,80.158
27/6/2006,143.80
28/6/2006,94.445
29/6/2006,102.33
30/6/2006,104.84
1/7/2006,107.897
2/7/2006,99.733
3/7/2006,61.788
4/7/2006,57.057
5/7/2006,65.963
6/7/2006,63.273
7/7/2006,48.985
8/7/2006,70.880
9/7/2006,66.149
10/7/2006,86.002
11/7/2006,122.834
12/7/2006,90.641
13/7/2006,80.250
14/7/2006,120.886
15/7/2006,87.116
16/7/2006,142.131
17/7/2006,103.259
18/7/2006,86.188
19/7/2006,123.205
20/7/2006,118.752
21/7/2006,118.288
22/7/2006,110.681
23/7/2006,95.187
24/7/2006,97.599
25/7/2006,113.742
26/7/2006,121.535
27/7/2006,101.589
28/7/2006,78.766
29/7/2006,70.787
30/7/2006,71.622
31/7/2006,60.304
1/8/2006,57.057
2/8/2006,89.528
3/8/2006,91.940
4/8/2006,71.622
5/8/2006,85.910
6/8/2006,72.643
7/8/2006,72.365
8/8/2006,79.137
9/8/2006,78.117
10/8/2006,64.015
11/8/2006,53.438
12/8/2006,56.222
13/8/2006,54.366
14/8/2006,70.880
15/8/2006,63.644
16/8/2006,61.695
17/8/2006,51.212
18/8/2006,43.048
19/8/2006,66.891
20/8/2006,129.89
21/8/2006,108.36
22/8/2006,100.01
23/8/2006,89.528
24/8/2006,70.323
25/8/2006,70.138
26/8/2006,114.76
27/8/2006,87.301
28/8/2006,87.672
29/8/2006,92.682
30/8/2006,123.67
31/8/2006,87.023
1/9/2006,75.426
2/9/2006,64.664
3/9/2006,62.623
4/9/2006,61.695
5/9/2006,61.695
6/9/2006,60.118
7/9/2006,55.758
8/9/2006,45.924
9/9/2006,52.975
10/9/2006,70.323
11/9/2006,69.674
12/9/2006,85.817
13/9/2006,234.071
14/9/2006,77.931
15/9/2006,109.753
16/9/2006,116.897
17/9/2006,81.271
18/9/2006,80.993
19/9/2006,67.447
20/9/2006,59.933
21/9/2006,57.984
22/9/2006,53.531
23/9/2006,60.675
24/9/2006,68.004
25/9/2006,156.51
26/9/2006,106.04
27/9/2006,76.539
28/9/2006,64.200
29/9/2006,59.005
30/9/2006,59.005
1/10/2006,50.748
2/10/2006,43.233
3/10/2006,48.243
4/10/2006,60.304
5/10/2006,50.284
6/10/2006,39.800
7/10/2006,38.409
8/10/2006,35.811
9/10/2006,33.306
10/10/2006,33.306
11/10/2006,29.317
12/10/2006,33.399
13/10/2006,32.564
14/10/2006,27.833
15/10/2006,25.699
16/10/2006,22.359
17/10/2006,21.524
18/10/2006,20.689
19/10/2006,19.112
20/10/2006,17.998
21/10/2006,17.998
22/10/2006,17.627
23/10/2006,17.998
24/10/2006,16.607
25/10/2006,15.957
26/10/2006,14.937
27/10/2006,14.287
28/10/2006,13.731
29/10/2006,13.360
30/10/2006,12.803
31/10/2006,12.246
1/11/2006,12.271
2/11/2006,12.766
3/11/2006,12.667
4/11/2006,12.172
5/11/2006,11.875
6/11/2006,11.875
7/11/2006,11.578
8/11/2006,11.380
9/11/2006,11.380
10/11/2006,11.084
11/11/2006,11.084
12/11/2006,11.084
13/11/2006,11.084
14/11/2006,10.787
15/11/2006,10.787
16/11/2006,10.490
17/11/2006,10.490
18/11/2006,10.193
19/11/2006,10.193
20/11/2006,9.896
21/11/2006,9.817
22/11/2006,9.164
23/11/2006,8.916
24/11/2006,8.916
25/11/2006,8.679
26/11/2006,8.679
27/11/2006,8.431
28/11/2006,8.431
29/11/2006,8.184
30/11/2006,8.184
1/12/2006,9.921
2/12/2006,9.921
3/12/2006,9.315
4/12/2006,8.263
5/12/2006,8.263
6/12/2006,8.003
7/12/2006,8.523
8/12/2006,8.523
9/12/2006,8.708
10/12/2006,9.055
11/12/2006,9.315
12/12/2006,10.54
13/12/2006,9.921
14/12/2006,9.921
15/12/2006,9.624
16/12/2006,9.624
17/12/2006,9.315
18/12/2006,9.315
19/12/2006,9.315
20/12/2006,8.795
21/12/2006,8.795
22/12/2006,9.723
23/12/2006,9.315
24/12/2006,9.055
25/12/2006,9.055
26/12/2006,9.055
27/12/2006,9.315
28/12/2006,9.315
29/12/2006,9.315
30/12/2006,9.315
31/12/2006,9.315
1/1/2007,9.055
2/1/2007,9.055
3/1/2007,9.055
4/1/2007,8.795
5/1/2007,8.795
6/1/2007,8.795
7/1/2007,8.795
8/1/2007,8.795
9/1/2007,8.523
10/1/2007,8.523
11/1/2007,8.523
12/1/2007,8.523
13/1/2007,8.523
14/1/2007,8.523
15/1/2007,8.523
16/1/2007,8.523
17/1/2007,8.523
18/1/2007,8.523
19/1/2007,8.003
20/1/2007,8.003
21/1/2007,8.003
22/1/2007,8.003
23/1/2007,7.744
24/1/2007,7.744
25/1/2007,7.484
26/1/2007,7.484
27/1/2007,7.484
28/1/2007,7.484
29/1/2007,7.212
30/1/2007,7.212
31/1/2007,7.212
1/2/2007,7.657
2/2/2007,7.484
3/2/2007,7.484
4/2/2007,7.484
5/2/2007,7.657
6/2/2007,7.744
7/2/2007,7.744
8/2/2007,9.302
9/2/2007,9.339
10/2/2007,9.055
11/2/2007,9.055
12/2/2007,8.795
13/2/2007,8.795
14/2/2007,9.921
15/2/2007,10.64
16/2/2007,9.315
17/2/2007,10.03
18/2/2007,9.921
19/2/2007,9.080
20/2/2007,9.624
21/2/2007,9.921
22/2/2007,9.921
23/2/2007,9.921
24/2/2007,9.921
25/2/2007,9.921
26/2/2007,10.23
27/2/2007,10.33
28/2/2007,10.33
1/3/2007,10.230
2/3/2007,10.131
3/3/2007,10.131
4/3/2007,9.921
5/3/2007,10.131
6/3/2007,10.131
7/3/2007,10.131
8/3/2007,10.131
9/3/2007,9.921
10/3/2007,9.921
11/3/2007,9.921
12/3/2007,9.921
13/3/2007,9.921
14/3/2007,9.921
15/3/2007,9.921
16/3/2007,9.921
17/3/2007,9.921
18/3/2007,9.921
19/3/2007,9.921
20/3/2007,10.131
21/3/2007,9.921
22/3/2007,10.329
23/3/2007,9.141
24/3/2007,9.141
25/3/2007,9.141
26/3/2007,9.240
27/3/2007,9.315
28/3/2007,9.315
29/3/2007,9.723
30/3/2007,9.414
31/3/2007,9.414
1/4/2007,9.414
2/4/2007,9.624
3/4/2007,9.315
4/4/2007,9.513
5/4/2007,9.315
6/4/2007,9.315
7/4/2007,9.315
8/4/2007,9.315
9/4/2007,10.242
10/4/2007,11.046
11/4/2007,10.131
12/4/2007,10.329
13/4/2007,9.414
14/4/2007,9.723
15/4/2007,9.822
16/4/2007,9.921
17/4/2007,11.455
18/4/2007,9.723
19/4/2007,9.315
20/4/2007,9.488
21/4/2007,9.698
22/4/2007,10.329
23/4/2007,9.562
24/4/2007,10.539
25/4/2007,11.863
26/4/2007,8.882
27/4/2007,8.523
28/4/2007,8.177
29/4/2007,7.830
30/4/2007,8.436
1/5/2007,6.056
2/5/2007,6.749
3/5/2007,6.195
4/5/2007,8.758
5/5/2007,6.333
6/5/2007,6.680
7/5/2007,7.244
8/5/2007,8.511
9/5/2007,7.036
10/5/2007,7.382
11/5/2007,8.055
12/5/2007,11.380
13/5/2007,8.590
14/5/2007,7.610
15/5/2007,7.610
16/5/2007,8.105
17/5/2007,9.411
18/5/2007,9.738
19/5/2007,11.084
20/5/2007,18.110
21/5/2007,12.865
22/5/2007,42.256
23/5/2007,34.636
24/5/2007,29.886
25/5/2007,15.933
26/5/2007,11.479
27/5/2007,12.469
28/5/2007,13.360
29/5/2007,11.875
30/5/2007,11.380
31/5/2007,9.995
1/6/2007,9.278
2/6/2007,9.278
3/6/2007,9.278
4/6/2007,11.226
5/6/2007,9.278
6/6/2007,16.607
7/6/2007,12.246
8/6/2007,12.246
9/6/2007,14.566
10/6/2007,28.389
11/6/2007,31.358
12/6/2007,25.606
13/6/2007,30.987
14/6/2007,109.57
15/6/2007,43.419
16/6/2007,48.521
17/6/2007,63.922
18/6/2007,50.099
19/6/2007,41.007
20/6/2007,41.099
21/6/2007,30.430
22/6/2007,35.069
23/6/2007,41.099
24/6/2007,43.790
25/6/2007,44.161
26/6/2007,34.420
27/6/2007,88.415
28/6/2007,75.890
29/6/2007,36.739
30/6/2007,40.079
1/7/2007,47.779
2/7/2007,53.995
3/7/2007,74.127
4/7/2007,91.847
5/7/2007,77.374
6/7/2007,64.664
7/7/2007,68.746
8/7/2007,78.302
9/7/2007,60.953
10/7/2007,73.199
11/7/2007,125.525
12/7/2007,97.507
13/7/2007,113.928
14/7/2007,138.235
15/7/2007,102.424
16/7/2007,77.282
17/7/2007,92.868
18/7/2007,72.086
19/7/2007,102.516
20/7/2007,74.034
21/7/2007,124.597
22/7/2007,136.101
23/7/2007,111.794
24/7/2007,114.855
25/7/2007,127.287
26/7/2007,131.741
27/7/2007,137.307
28/7/2007,126.081
29/7/2007,130.163
30/7/2007,118.752
31/7/2007,103.351
1/8/2007,136.936
2/8/2007,113.464
3/8/2007,109.289
4/8/2007,105.300
5/8/2007,115.041
6/8/2007,97.970
7/8/2007,82.384
8/8/2007,82.570
9/8/2007,68.282
10/8/2007,65.128
11/8/2007,93.517
12/8/2007,71.344
13/8/2007,69.303
14/8/2007,75.148
15/8/2007,74.684
16/8/2007,75.612
17/8/2007,132.668
18/8/2007,86.188
19/8/2007,117.917
20/8/2007,74.684
21/8/2007,69.396
22/8/2007,58.819
23/8/2007,59.190
24/8/2007,57.428
25/8/2007,56.500
26/8/2007,55.665
27/8/2007,89.157
28/8/2007,83.219
29/8/2007,61.510
30/8/2007,83.498
31/8/2007,67.819
1/9/2007,91.940
2/9/2007,138.513
3/9/2007,103.073
4/9/2007,128.772
5/9/2007,169.593
6/9/2007,139.163
7/9/2007,131.741
8/9/2007,141.667
9/9/2007,138.235
10/9/2007,139.163
11/9/2007,141.946
12/9/2007,144.729
13/9/2007,139.812
14/9/2007,136.658
15/9/2007,128.772
16/9/2007,136.101
17/9/2007,129.328
18/9/2007,93.888
19/9/2007,56.036
20/9/2007,54.181
21/9/2007,50.562
22/9/2007,50.284
23/9/2007,48.614
24/9/2007,48.336
25/9/2007,47.779
26/9/2007,44.439
27/9/2007,44.068
28/9/2007,43.883
29/9/2007,46.851
30/9/2007,45.553
1/10/2007,44.996
2/10/2007,44.718
3/10/2007,44.439
4/10/2007,41.099
5/10/2007,37.481
6/10/2007,34.698
7/10/2007,35.440
8/10/2007,42.677
9/10/2007,50.562
10/10/2007,50.748
11/10/2007,49.727
12/10/2007,37.203
13/10/2007,36.924
14/10/2007,36.832
15/10/2007,37.110
16/10/2007,36.646
17/10/2007,24.864
18/10/2007,24.400
19/10/2007,24.400
20/10/2007,24.122
21/10/2007,23.750
22/10/2007,23.101
23/10/2007,23.101
24/10/2007,23.101
25/10/2007,23.101
26/10/2007,22.823
27/10/2007,22.452
28/10/2007,22.080
29/10/2007,21.245
30/10/2007,20.689
31/10/2007,20.689
1/11/2007,22.068
2/11/2007,21.474
3/11/2007,21.078
4/11/2007,21.078
5/11/2007,21.078
6/11/2007,21.078
7/11/2007,20.782
8/11/2007,20.485
9/11/2007,20.188
10/11/2007,19.891
11/11/2007,19.297
12/11/2007,18.604
13/11/2007,18.209
14/11/2007,18.209
15/11/2007,18.011
16/11/2007,17.714
17/11/2007,17.714
18/11/2007,17.516
19/11/2007,17.120
20/11/2007,16.328
21/11/2007,15.735
22/11/2007,15.339
23/11/2007,15.240
24/11/2007,14.646
25/11/2007,14.151
26/11/2007,13.656
27/11/2007,13.360
28/11/2007,13.063
29/11/2007,12.766
30/11/2007,12.469
1/12/2007,15.215
2/12/2007,14.968
3/12/2007,14.102
4/12/2007,13.731
5/12/2007,13.483
6/12/2007,13.236
7/12/2007,12.989
8/12/2007,12.494
9/12/2007,12.184
10/12/2007,12.110
11/12/2007,11.875
12/12/2007,11.665
13/12/2007,11.455
14/12/2007,11.170
15/12/2007,10.960
16/12/2007,10.750
17/12/2007,10.539
18/12/2007,10.403
19/12/2007,10.267
20/12/2007,9.847
21/12/2007,9.983
22/12/2007,9.772
23/12/2007,9.847
24/12/2007,9.587
25/12/2007,9.463
26/12/2007,9.401
27/12/2007,9.216
28/12/2007,9.030
29/12/2007,8.845
30/12/2007,8.659
31/12/2007,8.473
1/1/2008,8.288
2/1/2008,8.102
3/1/2008,7.979
4/1/2008,8.041
5/1/2008,7.917
6/1/2008,7.768
7/1/2008,7.620
8/1/2008,7.620
9/1/2008,7.471
10/1/2008,7.620
11/1/2008,7.471
12/1/2008,7.323
13/1/2008,7.175
14/1/2008,7.175
15/1/2008,7.026
16/1/2008,6.878
17/1/2008,6.729
18/1/2008,6.779
19/1/2008,6.878
20/1/2008,6.878
21/1/2008,6.729
22/1/2008,6.729
23/1/2008,6.630
24/1/2008,6.581
25/1/2008,6.630
26/1/2008,6.531
27/1/2008,6.531
28/1/2008,6.432
29/1/2008,6.482
30/1/2008,6.432
31/1/2008,6.296
1/2/2008,6.296
2/2/2008,6.160
3/2/2008,6.160
4/2/2008,6.024
5/2/2008,5.888
6/2/2008,5.752
7/2/2008,5.480
8/2/2008,5.480
9/2/2008,5.344
10/2/2008,5.208
11/2/2008,5.072
12/2/2008,4.948
13/2/2008,4.824
14/2/2008,4.738
15/2/2008,4.614
16/2/2008,4.577
17/2/2008,4.453
18/2/2008,4.701
19/2/2008,4.738
20/2/2008,4.701
21/2/2008,4.701
22/2/2008,4.614
23/2/2008,4.577
24/2/2008,4.577
25/2/2008,4.577
26/2/2008,4.577
27/2/2008,4.453
28/2/2008,4.416
29/2/2008,4.453
1/3/2008,4.453
2/3/2008,4.330
3/3/2008,4.453
4/3/2008,5.035
5/3/2008,6.024
6/3/2008,5.975
7/3/2008,5.802
8/3/2008,5.703
9/3/2008,5.703
10/3/2008,5.567
11/3/2008,5.393
12/3/2008,5.035
13/3/2008,5.171
14/3/2008,5.084
15/3/2008,5.072
16/3/2008,4.577
17/3/2008,4.861
18/3/2008,7.373
19/3/2008,5.839
20/3/2008,5.567
21/3/2008,4.985
22/3/2008,5.294
23/3/2008,5.035
24/3/2008,5.035
25/3/2008,6.507
26/3/2008,5.567
27/3/2008,5.344
28/3/2008,5.802
29/3/2008,5.344
30/3/2008,5.171
31/3/2008,5.307
1/4/2008,6.074
2/4/2008,5.752
3/4/2008,5.839
4/4/2008,6.210
5/4/2008,6.346
6/4/2008,6.383
7/4/2008,6.878
8/4/2008,5.307
9/4/2008,5.665
10/4/2008,5.480
11/4/2008,6.272
12/4/2008,5.752
13/4/2008,10.106
14/4/2008,9.945
15/4/2008,10.205
16/4/2008,7.410
17/4/2008,9.933
18/4/2008,10.230
19/4/2008,9.599
20/4/2008,9.401
21/4/2008,9.315
22/4/2008,8.659
23/4/2008,8.783
24/4/2008,12.184
25/4/2008,25.482
26/4/2008,16.452
27/4/2008,18.060
28/4/2008,23.627
29/4/2008,13.607
30/4/2008,17.442
1/5/2008,13.360
2/5/2008,17.417
3/5/2008,16.526
4/5/2008,12.469
5/5/2008,12.469
6/5/2008,11.084
7/5/2008,11.380
8/5/2008,12.073
9/5/2008,12.865
10/5/2008,11.182
11/5/2008,9.658
12/5/2008,11.776
13/5/2008,13.261
14/5/2008,10.094
15/5/2008,13.162
16/5/2008,12.766
17/5/2008,20.485
18/5/2008,13.854
19/5/2008,23.849
20/5/2008,15.042
21/5/2008,12.667
22/5/2008,14.547
23/5/2008,15.537
24/5/2008,15.141
25/5/2008,14.052
26/5/2008,19.297
27/5/2008,19.297
28/5/2008,14.448
29/5/2008,17.318
30/5/2008,19.990
31/5/2008,19.693
1/6/2008,15.308
2/6/2008,13.081
3/6/2008,37.759
4/6/2008,53.346
5/6/2008,31.915
6/6/2008,43.883
7/6/2008,27.276
8/6/2008,28.204
9/6/2008,28.667
10/6/2008,28.296
11/6/2008,24.029
12/6/2008,23.379
13/6/2008,55.201
14/6/2008,61.510
15/6/2008,39.708
16/6/2008,32.657
17/6/2008,31.172
18/6/2008,52.232
19/6/2008,40.172
20/6/2008,48.614
21/6/2008,42.955
22/6/2008,27.833
23/6/2008,34.420
24/6/2008,47.686
